TI3;"Dolph""""";"PelCoasPisc""""";"Jmack""""";"SardHerr""""";"PelOcePlank""""";"DemCoasOmn""""";"BentCoasInv""""";"SurfPela""""";"StrAssCoasOmn""""";"NeaAssPisc""""";"Mull""""";"NeaPlank""""";"Ofish""""";"Squid""""";"Lobs""""";"Lcrab""""";"Octo""""";"EchinoLGastro""""";"Bivalv""""";"CarnZoopl""""";"Bird""""";"DemCoasPisc""""";"DemCoasInv""""";"Turtle""""";"SessEpiBenth""""";"CarnJelly""""";"MicroAlga""""";"MicroPhytoBenth""""";"Mana""""";"LgOcePisc""""";"CostSha""""";"RaySkate""""";"PelOcePisc""""";"Amack""""";"PelOceJelly""""";"BentCoasPisc""""";"StrAssCoasPisc""""";"LgGroup""""";"StrAssCoasInv""""";"Ashri""""";"LgOcePlank""""";"Scopep""""";"OMesoZoopl""""";"Grass""""";"BentOceInv""""";"SInFau""""";"SMobEpiFau""""";"Stoma""""";"IchthyoPl""""";"DemOceInv""""";"MeioFau""""";"BentOcePisc""""";"StrAssCoasPlank""""";"Phyto""""";"MicroHetero""""";;SUM;
"Squid""""";7190650,75;6481335,67;5764845,41;369081234,7;249652225,9;35458232,43;15222074,13;7609764,85;41411637,06;310307,24;7993461,59;749594901,6;112661747,3;330056832,3;13066497,77;102131148,2;1512449,49;1410355926;68306429454;56356143471;244383,13;2379754,18;26068246,56;403353,8;1,46E+11;3528757930;58769520,03;15251135064;4154104,74;1091702,64;377176,85;3876801,73;10779617,58;4873304,78;588329569,7;3815531,1;1805214,23;361754,48;19016314,76;21553265,85;3299240,31;65851851593;41526874178;75318421,79;10115880,66;13776237482;10866276307;338613161,4;547685151,7;1807836,61;34460500173;383165,49;15612413,52;57385348634;29579773051;;5,48E+11;
"Lobs""""";12936,77;44568,19;1402,47;3544326,21;4275641,03;3372276,46;1243748,15;89965,3;1973847,06;4342,78;84227,98;7180294,4;5612722,52;7586998,7;65230,84;1503551,21;242466,13;12813199,12;506203522,4;183492308,4;190,38;29291,19;1151420,05;28471,53;741032222,2;21331773,76;6706463,31;189028915,3;14031,05;329,91;4761,23;244465,95;78323,49;1651,77;11980988,01;65733,66;20483,86;6788,37;1370361,74;1575088,52;39793,69;567977795,3;230335387,9;4326945,02;418097,48;98015550,37;78690298,4;1460236,28;4993862,35;143603,07;208968784,9;15337,11;236307,76;1239903424;1340981832;;5490526588;
"Lcrab""""";236295,62;656410,88;49097,43;50918910,71;55774655,41;50909826,54;19504821,45;1602844,02;26342631,31;74800,08;3480920,23;141844413;79748024,58;102131148,2;2589449,31;35990883,1;3687765,49;430672662,8;25335747724;10402410381;6889,82;514852,35;17257661,76;512740,17;39488614741;603636790,5;132031580,9;4645476788;136560,54;13547,28;116153,73;4275011,71;1061681,78;61547,81;152354452,7;1255129,2;376296,91;110491,62;19723316,83;33558562,13;518543,07;26821606144;11322065363;85185715,06;6587441,54;4702683392;3119112232;68035926,93;158934403,4;2386866,33;7961158772;308195,1;3222825,71;20292201693;23461112490;;1,80E+11;
"Octo""""";17938,56;17442,23;10297,62;890578,7;416217,68;1196031,06;451672,35;156780,61;692938,89;3426,88;362742,18;6519441,01;870797,85;829407,79;228995,79;2022323,01;46030,44;36299373,62;2504837845;1072555662;1157,71;22404,92;383208,73;18301,95;3994267704;43882477,77;7270792,97;279129673,3;72851,28;2244,07;6627,66;126330,57;14984,44;10581,75;294043,42;60460,52;18341,78;4234,13;285459,1;1805525,21;1395,1;2601819564;1114772687;4691387,02;191268,02;458796168;284678313,8;6484120,02;12593387,96;80277,96;700337437;18127,95;26639,66;519339739,7;823828818,3;;14483762681;
"EchinoLGastro""""";2710149,15;10088909,98;1373144,02;987193153,4;837407319;689955455,4;321095744,4;26567970,89;391311662,9;990246,07;12802186,22;1834480353;1308613732;1410355926;22067176,27;430672662,8;66192975,43;2912818316;96891097776;59741356896;100746,45;8190266,5;275827966;6336302,96;1,78E+11;5774471602;2418679793;53193014129;1078032,06;165591,72;1449937,64;71147450,64;13779644,67;1323602,81;1832097525;22145299,33;6658840,7;1552830,36;317318478,4;339033626,2;8823601,69;1,02E+11;53063497666;1563488911;106255185,8;20569762473;18171138442;505158445;1081196870;40676034,72;56158623953;5039920,89;55380480,29;3,11E+11;2,69E+11;;1,24E+12;
"Bivalv""""";50395951,11;282811668,5;3606423,12;58394059277;32545975408;24329812321;10487280499;492863753,2;14159976346;16828327,29;64412327,86;95898851653;48063996714;41865230955;534325940,3;15528361509;2799524651;59384866379;4,65E+11;7,79E+11;272070,64;194534735,4;8956686640;251645688,4;1,13E+12;1,85E+11;35350838893;1,74E+12;186889,25;127003,62;59687801,44;2695814911;398710782,3;5352684,52;39093560266;666791342,3;222529277;46413420,43;11508469268;8488349906;439328195,6;5,58E+11;5,66E+11;22868247514;2897371285;1,36E+11;2,79E+11;9595302732;36549328545;1208109784;1,09E+12;107959120,8;2546826777;1,39E+13;9,11E+12;;3,05E+13;
"CarnZoopl""""";84782455,74;288433167,4;29525291,8;28067725065;28241222630;20306023501;7673603605;401891177,8;11853577227;23238530,24;178132178,8;50486434471;36245104480;47266442912;265044445,4;8724602255;1640379247;50105654171;1,07E+12;3,80E+11;1468424,59;171588771,7;7105229197;170504913,3;1,44E+12;1,14E+11;32296390579;1,06E+12;112428,63;2151010,95;28261957,15;1559886157;497363349,5;28724390,82;72304992089;396277912,4;128660897,3;39817865,52;8698134867;7932031831;289607011,2;1,42E+12;5,79E+11;21058790519;2474520988;2,30E+11;2,62E+11;4509917837;24423860051;854834773,2;7,60E+11;78482406,76;1670843169;8,34E+12;7,89E+12;;2,40E+13;
"Bird""""";430,26;750,38;243,05;85952,79;60322,32;9024,38;7781,22;5784,42;8894,86;71,73;578,84;140003,17;28082,69;70949,94;95,19;2000,27;612,9;29248,97;128875,57;508300,82;10,79;574,83;9460,11;41,24;229667,61;203619,74;124554,45;431493,37;790,39;88,07;48,57;1348,1;1058,29;233,94;42888,58;1046,69;485,23;51,79;6343,98;6030,67;625,49;447621,69;371211,72;81923,34;4264,76;58668,32;119427,93;4343,43;44603,81;1426,46;200307,95;295,06;3775,69;6835020,95;3318197,23;;13639554,09;
"DemCoasPisc""""";27366,22;23282,19;20621,35;1558415,29;1164386,53;475425,34;162811,12;121277,64;757039,69;1654,5;71424,54;2602301,86;708607,38;1381792,75;29291,19;298946,53;23722,86;4755638,62;184296065,1;118792226,6;1149,67;11925,43;191408,41;4177,19;343665820,7;8474828,19;1216023,44;43682126,47;88864,59;3129,14;1789,13;36772,7;34571,38;17883,3;1964284,53;27972,13;9487,36;2097,02;167112,39;268897,68;11663,74;186601969,6;100315821,1;889053,35;94032,95;36797442,86;31316796,63;772763,73;1657829,83;29204,96;79481906,03;5303,56;61931,27;211010897;164405244,3;;1530594479;
"DemCoasInv""""";702501,66;640737,76;586970,81;33613968,43;24530077,89;16710318,25;6178335,1;4064410,83;23661148,35;54599,4;3391486,7;77163159,27;19736836,71;30272802,46;2302840,09;20041155,59;811500,83;320316347,6;16970564160;9838009658;37840,46;382816,81;6412633,2;156898,22;31004683044;491489002,1;74780744,43;2954579877;2773252,17;88417,56;63033,61;1414639,31;824643;512071,85;36852333,6;1004526,87;306723,64;72654,97;5428809,46;14219699,86;202570,61;17287199700;8595305270;50862916,73;3236049,62;3311007352;2396693838;60978895,98;96769109,43;1172423,71;6282229549;233120,26;1216401,38;7789783471;7551712451;;1,15E+11;
"Turtle""""";463,84;1348,99;180,4;61127,95;30842,83;47341,14;36517,62;5029,7;14665,27;158,66;9509,47;273811,74;101427,78;78068,48;9490,51;99240,03;6459,51;1226381,22;79467059,5;39347287,68;27,5;1392,4;26149,7;773,62;135149088,3;1815760,61;528012,63;13122644,49;2,07;155,57;336,43;9856,32;1070,61;227,22;16000,07;3822,38;1073,6;174,49;23390,63;65902,06;294,01;81857772,3;37414087,08;337483,23;12986,32;15040445,96;9666215,38;255258,48;417591,35;5246;25647141,19;986,92;3206,17;31629043,98;32057157,12;;505927188,5;
"SessEpiBenth""""";175619368;824054241,6;10851643,1;1,29E+11;90532793557;67614105330;27048759693;1351969874;39566717336;58722280,25;316714160,4;2,17E+11;1,25E+11;1,32E+11;1152716790;35667135895;6578793866;1,60E+11;1,66E+12;1,55E+12;714521,46;534591276,7;24114753479;630695745,2;2,92E+12;4,42E+11;1,00E+11;4,12E+12;30436382,06;855221,82;127520248,2;6290873451;1308937032;14981448,88;1,64E+11;1560168961;521291426,2;128920922,8;30342906025;24591732923;1086239184;2,17E+12;1,44E+12;65015090043;7995343755;4,34E+11;7,60E+11;20104252548;87888174335;3102231835;2,72E+12;278992758,6;6294872318;3,33E+13;2,54E+13;;7,85E+13;
"CarnJelly""""";5682628,79;8394933,5;4425937,5;513320334,9;597691025,5;321475341,9;126051705,3;8268892,08;185739685,9;618178,68;10218656,55;1117934694;628158557,2;1024478109;10665886,88;175249390,8;23231899,99;1676459497;87434723921;39608494928;203619,74;4237414,09;122872250,5;2723640,92;1,42E+11;3437154654;593324195,8;23218555706;0,69;477248,37;549833,02;23672908,23;14150306,44;3993633,89;1941787074;7818327,36;2689004,37;818449,19;139717249,5;139830262,9;6123814,93;1,01E+11;43674965065;409560500,9;46176808,28;16683788486;12033326366;247328103;807793204,4;13277378,38;30445619949;1345621,52;32219674,36;1,42E+11;1,49E+11;;8,02E+11;
"MicroAlga""""";3642526,66;1939677,73;2466983,46;130064839,3;97500658,64;144279369,3;28326278,15;37709987,77;261643186,2;220752,89;21571328,1;63504098,36;86724360,36;26541073,56;5216138,13;59627165,54;5987711,86;1092307003;26047986553;17390364158;193751,37;945796,01;29081400,61;1232029,46;50232527220;922948749,1;39577979,33;8090713035;32183143,44;396127,04;320270,61;7415395,46;2857029,54;2157043,35;14746940,58;5307516,05;1077655,93;400675,91;34346092,46;71778622,88;160895,86;22467857154;13353339848;33539134,53;16315101,95;5500459655;6145662713;132334964,8;133095682,7;6898943,81;14701725641;1112897,79;1399801,86;29326857642;30011814412;;2,27E+11;
"MicroPhytoBenth""""";30281811,47;74154926,6;15230818,65;5232277917;6004642418;5222818539;1974280980;172151505,4;2847910344;7559080,6;280049934,3;13241429404;8152082094;10823386175;231035340,9;3296789978;361226636,1;37749880995;2,02E+12;8,96E+11;1054761,58;53389265,69;1805576592;48116363,12;3,24E+12;56756469502;12713977626;4,24E+11;21305514,88;1766053,65;9867788,49;410174685,6;118141445;15493377,26;16860599834;130217912,1;38280797,99;11151001,76;2062794889;3042457560;55899907,75;2,13E+12;9,32E+11;8277295372;696158884,4;3,79E+11;2,66E+11;5988147845;13508309390;257789091,9;7,11E+11;30736582,23;342689744,2;2,04E+12;2,25E+12;;1,55E+13;
"Mana""""";914,75;3315,09;753,75;35852,63;40025,21;51078,37;87759,9;19674,63;14917,28;552,97;1201,62;92428,27;176873,83;134003,38;779,5;4405,18;4285,37;34775,23;9836,28;4324,18;87,82;4936,92;77034,78;0,35;1087013,65;0,08;2298795,96;968432,49;20,02;118,61;166,55;15212,03;272,84;866,33;34,3;10207,15;3573,38;474,49;45556,6;58153,62;86,01;10085,4;5682,83;1461919,94;39442,09;430465,38;14040,42;46877,21;230,64;16001,98;1117138,53;3460,31;5532,84;2106981,9;3043826,59;;13590487,47;
"LgOcePisc""""";7180,19;8758,57;5345,26;361914,27;526067,88;45461,47;56592,33;32041,02;42425,14;660,98;2250,58;650511,73;283432,41;845189,14;439,88;10488,21;3168,1;128200,04;160425,63;1985548,57;234,85;4172,19;58945,04;622,27;733047,28;1272662,32;679074,93;1926603,98;2846,67;1188,28;420,86;7609,36;15197,71;4744,86;2215927,6;6540,46;2656,75;448,85;39987,2;29024,97;5060,93;4991852,19;3306818,85;469407,37;34766,49;220287,34;520364,67;23890,64;240307,56;6582,3;906272,94;1431,49;23549,63;25405048,35;32639722,75;;80953421,36;
"CostSha""""";2909,76;4150,47;2397,55;205553,18;203903,7;98859,04;62441,89;16150,15;63288,7;383,58;15625,18;542590,46;220157,79;340675,87;7406,36;104913,04;10916,14;1309621,09;87960970,55;30435953,85;151,11;2783,09;49026,14;1570,02;127520248,2;1710591,61;640541,22;12559003,53;4663,42;491,01;678,6;16302,46;5759,09;2145;566479,7;7033,62;2135,39;423,8;44637,01;106216,73;1921,4;93759216,17;36983483,05;424999,09;26157,94;15834437,47;9576974,91;213377,41;548128,9;8376,94;21961483,58;1615,94;11440,24;44350796,44;54347157,69;;542899316,3;
"RaySkate""""";44490,98;45509,6;30936,65;2537110,8;1754219,75;2405123,97;882879,87;430436,95;2547818,36;5826,99;520038,38;8473390,7;2385510,66;2376104,28;258047,4;2620168,47;141192,99;43606502;2695814911;1139916807;2845,99;38815,63;746615,19;31211,67;4268806985;49976139,59;10063750,98;354241773,9;289028,59;6024,08;11062,38;240554,7;49402,54;27492,22;1559158,13;119151,87;32627,39;8070,18;676870,5;2621819,76;9313,33;2784901832;1191292739;6564049,79;389078,81;498631800,2;323543928,6;7233506,76;14001021,68;151620,37;776606516;31043,92;83039,5;835102803,6;1161103804;;16195992524;
"PelOcePisc""""";51866,04;62719,13;40282,87;3194434,17;3133125,57;192287,53;248927,24;101145,86;123008,51;3595,68;26440,08;6370246,39;1511120,41;4868214,39;60918,27;479469,19;12340,13;6223065,33;293786892,2;267811034,4;1646,23;26888,85;320694,5;2498,08;654468516,2;22011587,79;2857029,54;75180919,54;3819,81;8865,33;2879,54;36401,87;103438,45;34183,33;9843969,4;35314,13;17359,15;2643,11;200705,95;136688,98;35335,83;299082127,6;197146988,8;2104865,2;160213,41;60573759,89;48193483,14;1622085,65;3464573,3;24323,02;157907054,8;6029,71;172579,24;356967255,5;229892344,9;;2710950203;
"Amack""""";14993,13;27431,34;10370,54;2994047,14;2255171,87;171238,05;166353,43;197034,36;171638,37;1956,38;11556,92;4941551,43;841474,49;2672457,46;1560,01;33752,02;10581,75;725846,7;4789244,04;18781332,46;441,88;16889,79;241811,71;643,79;9095879,68;7543530,69;2619266,92;11972155,15;14727,69;3360,94;1302,32;24598,3;41508,33;9209,23;1973805,5;21872,77;13312,15;1110,41;146842,99;122016,7;22917,88;18144338,88;13856625,48;1764962,89;101489,39;1835004,19;3189013,77;87438,56;1594114,19;25167,84;3524792,27;6185,2;132032,89;213427624,8;101782351,6;;432177938,7;
"PelOceJelly""""";2409759,09;4151453,48;1523985,98;207609734,5;124121740;5675602,91;1845996,38;791374,88;2614002,4;83573,91;796265,15;409740936,8;33020704,79;189783732,2;6656104,45;49146597,65;172966,72;590999201,5;20575558035;27809612342;47653,98;1091269,18;10236759,33;26666,78;58545624657;2157541193;10533528,99;7663909016;343,03;923303,17;202314,18;820609,54;7031406,71;1161062,06;69265481,77;844261,88;846544,14;103397,91;5890868,23;1169226,14;1688574,76;16051124668;15996838428;18935478,73;2275844,67;4689668826;4443472128;169748781,9;216505159,9;124954,55;17065141010;91073,44;9661287,47;29013783592;7549253143;;2,14E+11;
"BentCoasPisc""""";43128,74;46787,12;33400,06;2726092,66;2026539,38;1501363,21;615217,36;340590,15;1954342,08;4592,08;236509,5;5148366,48;1779786,79;2707796,27;80341,14;890736,85;78243,02;15716018,88;772074185,9;335312079,7;2558,57;34188,16;613877,53;14015,41;1225847040;19111466,88;8340382,37;130217912,1;224557,4;5995,43;5526,42;137965,32;55493,63;28305,94;1857376,14;90327,71;28748,34;6372,83;507981,94;1331979,93;15417,51;788807031,7;344181570,1;5501869,26;315018,43;148344977,6;106036491,3;2321412,19;4803777,32;117458,96;243946611;24303,52;110059,04;431078203,7;520556636,9;;5127939028;
"StrAssCoasPisc""""";28038,45;30041,1;27077,98;1455323,93;1363909,66;628380,4;252164,87;169401,09;951142,95;2309,47;107687,61;2834422,78;940842,76;1805214,23;35277,76;376296,91;33446,78;6658840,7;363074083,5;153403377,6;1671,35;16339,34;264123,13;5546,91;577144079;9262126,17;2386238,13;53941124,45;110774,63;3431,64;2364,19;53234,17;38438,12;24275,1;2624286,84;40509,02;12239,9;2887,13;226262,2;422425,88;11274,66;402141081,2;167943071,3;1669366,09;142108,15;68073521,89;47545366,68;953128,5;2498325,84;45288,73;97688335,87;8722,77;64107,28;213313246,6;251468364,2;;2434324967;
"LgGroup""""";2953,62;4765,2;2216,84;267397,85;226271,06;100728,65;59773,12;25868,54;125558,56;427,17;15557,56;559195,29;180955,2;338415,48;10936,82;103363,13;7222,93;1452647,76;70841536,45;44412234,62;166,89;3378,53;58527,62;843,36;133525241,4;2637225,18;829971,54;14699047,77;13760,08;542,36;438,94;12317,64;5475,02;1894,22;299853,93;8400,55;2700,87;479,14;45929,35;81186,8;1972,2;72117426,52;37242243,17;542010,23;31429,08;14072476,31;10557943,36;293576,01;474095,34;11266,42;28749537,28;2202,68;13512,01;47317178,53;40726946,39;;523119222,6;
"StrAssCoasInv""""";431441,74;438466,18;345190,54;22193645,16;14784387,44;12493450,84;5394215,94;2715386,61;13857045,97;44903,57;3233481,92;73234254,32;14373542,05;21470032,79;2664592,27;22268260,94;587709,91;358262798,2;21199811809;11709027706;24671,03;324940,76;5278009,2;136445,36;37928632531;543344859,1;85865231,14;3281719141;1594481,12;58314,66;55796,26;1246866,72;501764,89;302323,79;20618038,8;808153,09;255457,33;55431,98;4017582,41;14912759,1;117839,48;21650241914;10473297782;56724218,71;2640763,88;4079820415;2789780898;71505180,98;112584639,1;995841,79;7393756312;214218,02;817765,83;7057803777;7512764253;;1,37E+11;
"Ashri""""";343077,9;408913,97;241973,72;24612446,51;12676277,09;29853142,04;16347415,8;3822530,91;24370740,78;55262,19;2628299,31;49028102,04;45831300,1;21553265,85;2712652,45;33558562,13;3292428,32;339033626,2;13849413004;9457422568;20772,29;463101,56;12244741,54;340493,96;27226561451;481637572,2;158938379,2;4287099289;1802762,07;37490,58;117597,09;4277705,92;302668,47;222501,03;3624601,04;1876880,81;422425,88;86785,89;13208443,77;25368489,24;73163,85;12596022974;7290271412;103152645,2;6287422,06;2865627975;2311192377;71417391,37;72510489,72;2891020,14;7115792538;432580,13;1048167,71;13203811757;10755003139;;1,13E+11;
"LgOcePlank""""";12238,25;15618,15;13598,06;657525,48;610323,37;34364,71;27344,21;9057,49;20728,51;656,81;21649,78;1766714,53;255332,9;957843,96;19896,85;150544,76;738,58;2561690,81;208102829,5;100248580,8;625,49;5831,87;50642,65;441,01;349148309,2;6123814,93;103433,06;22868144,08;774,05;1897,85;617,59;4411,58;22715,89;12132,99;1519717,29;6307,16;3273,29;612,06;30301,58;21241,12;7079,13;236811401,8;102584159,3;153477,72;22017,1;37966243,12;22974645,05;517778,94;1495148,8;962,84;52743815,34;365,63;35301,73;88144869,93;84406062,76;;1323275851;
"Scopep""""";65808371,46;298846092;21761122,35;69067080844;34630706219;24545147454;10482702752;469153922,9;14322751656;14531471,68;53582801,99;1,13E+11;49050394445;40360812267;599532117,3;16439048927;2907915984;62318565267;5,58E+11;1,03E+12;944979,12;196968745,7;9123799842;259216279;1,47E+12;2,14E+11;30492091852;1,84E+12;191622,65;3951882,98;63622325,26;2784901832;405897173,1;20278966,98;30497136869;681242436,5;246473565,9;47249348,41;11752988468;7720143113;499935181,5;6,29E+11;7,05E+11;19858285928;2785459069;1,46E+11;3,00E+11;10955704221;42755693833;1205250395;1,20E+12;103451149,6;2854586392;1,53E+13;9,17E+12;;3,31E+13;
"OMesoZoopl""""";56854186,26;226833318;21363209,04;34295759542;23302269465;16486888989;6652657346;326797764,4;9615970402;14626744,37;103132346,6;58627663353;31230376129;33489414660;319910260,9;9130697873;1639371598;42793143279;7,45E+11;5,56E+11;1031143,66;139327529,4;5968961993;155892029,5;1,29E+12;1,21E+11;23845249728;1,06E+12;142070,87;3444602,97;33020967,01;1567490446;352048194,2;20377390,41;39992096070;391115420,5;135437960,7;32105382,05;7480926987;5879251139;284955998;9,28E+11;5,28E+11;15555044596;1959132125;1,66E+11;2,21E+11;5804689646;24773997153;753693934,3;7,43E+11;67419813,69;1643019915;8,48E+12;6,33E+12;;2,16E+13;
"Grass""""";1571600,79;900243,11;1062533,69;64874280,6;50599333,67;59569752,83;12146459,11;16834998,31;107314281,8;98956,55;8845738,35;43392708,94;38769732,86;21866638,58;2163472,51;24731336,63;2483675,48;453916135,4;10832327770;7289581333;81923,34;444526,67;12715729,18;506224,85;20897707514;409560500,9;21560872,2;3386166289;13157279,45;176027,76;136606,85;3109286,74;1353127,63;934392,12;17041930,86;2250764,7;484654,67;168210,07;14586227,67;29947542,15;153477,72;9406556492;5599816055;17517840,28;7029918,32;2289618041;2555592048;55094732,41;60927527,29;2895625,32;6104075072;475296,46;1050328,72;12776359157;12768813677;;95491115901;
"BentOceInv""""";175256,61;154286,4;128565,7;8569579,06;5257936,9;4239210,62;1548644,78;1039676,03;6006070,17;13329,02;719437,79;15508172,14;4465469,78;5873737,16;418097,48;3824966,05;202519,08;61696559,5;2744878059;1713129915;8529,52;94032,95;1618024,81;38958,97;5139863843;92353616,57;20976559,65;569584541,8;709957,67;26074,87;16815,82;368600,97;205988,66;107459,35;4096520,4;257742,35;82514,41;19507,7;1358107,14;3650761,2;44034,21;2638855960;1410575130;14059836,64;793072,81;551352139,8;429756024,9;11297390,74;16347463;306763,38;1168937267;64827,3;282670,49;1643437981;1468956753;;19768354960;
"SInFau""""";18640277,94;88989529,18;2791671,34;16280105782;9843549289;7586227764;3180512525;174100589;4459560754;5914449,84;40302058,01;26862736005;14378738385;13331842725;163359250,6;4550983928;809640296,5;19906221748;2,15E+11;2,66E+11;195561,06;61329071,44;2759172794;75202229,79;4,65E+11;55612628285;11786699260;5,17E+11;12913961,3;275359,18;16965468,72;787313368,7;129800914,1;3238242,68;14069006477;202288605,9;65877601,83;14557734,11;3496988927;2773188363;126554143,7;2,31E+11;2,00E+11;7632060136;918920233,1;55949100222;96470754437;3080687072;10698122982;379082045;3,65E+11;34976054,15;739011349,2;4,04E+12;2,81E+12;;9,50E+12;
"SMobEpiFau""""";21733515,91;91795824,91;7357923,05;11546588673;8756106428;6853938941;2948037733;194531137,6;3909374908;7846780,59;76414753,26;20275722480;12768368302;13670476644;170495646,5;3924044421;653085543,5;22860464491;5,73E+11;3,93E+11;517521,03;67853059,36;2596418325;62830399,98;1,06E+12;52144414255;17120060416;4,71E+11;547576,53;845592,58;13339357,91;664116485;134253274,5;7315972,76;17329541298;187973780;59815138,73;14198613,49;3108613000;2907629120;99556795,23;6,15E+11;3,45E+11;11074232210;931138053,8;1,25E+11;1,31E+11;3616945763;9918008480;361065819,9;4,28E+11;39256982,69;597906815,1;3,24E+12;2,61E+12;;1,02E+13;
"Stoma""""";477911,87;1401118,76;112426,96;111432905,3;130635789,9;104098199,2;39277084,92;3413071,77;64640915,08;132036,86;2283235,8;208372930;176004672,6;229383109,4;1703608,99;46088853,73;8009795,31;342204107,9;10605334598;3642625945;10134,68;901557,68;35571022,66;893404,66;15078189411;577098906,9;198502447,2;5715959307;984421,47;20904,31;160033,05;7994928,52;2433128,47;108012,34;356472442,1;2215893,45;645667,69;212589,53;42903108,59;48379523,18;1208150,86;12108936244;4875939302;128554375,6;13180289,2;2156480950;1947586180;35572248,35;127872945,3;4580531,4;5242661506;489129,63;7216034,47;38325222959;40301861473;;1,43E+11;
"IchthyoPl""""";1239512,02;2325846,13;1330928,17;259639704,8;166964513,7;85553021,89;38118844,74;2212459,96;49428289,28;116224,08;2717538,25;504081943,5;187803453,5;229674418,5;3606678,36;66649911,09;9630237,85;453405139,1;25007435321;12211930026;64427,72;1197321,54;34944400,63;904781,26;40805223798;1166812406;123588848,2;7982182822;2998,31;130166,59;254488,42;9579646,41;3217103,77;1219028,5;281456707,9;2838595,69;1047685,03;212525,5;41817151,67;30407624,72;2159659,38;29253895781;12882478520;88006428,31;11806501,06;4635853292;3306002827;79159442,31;285864507,8;4138850,97;8444424086;386192,23;11925502,8;55538958180;40056504229;;2,44E+11;
"DemOceInv""""";28451,94;22220,21;20936,68;1133593,48;689339,22;1145217,46;416634,48;276216,72;1620621,95;2966,67;202008,87;2149477,57;1002778,44;699807,72;95735,38;923948,26;56666,8;15745561,83;763016705,6;394539126,1;1901,95;19469,97;390807,9;10491,99;1329527929;17703171,18;5913380,41;140612231,9;192023,7;3291,15;3590,12;95760,23;20848,3;17765,53;149945,46;64068,52;17531,12;4661,97;341431,47;1119104,57;1283,79;761210775,5;361773088,5;3860833,76;204508,92;151632818;111097175,3;2617446,51;3820477,82;83977,3;272828410,8;17770,96;22877,87;312020947,8;403939358,4;;5065129173;
"MeioFau""""";30039087,85;105428059,7;2873894,55;8641724346;9945779781;7878203872;3158980524;209381077,6;4612692432;9945192,44;131926203,9;16505914591;14048450918;17786064606;185750031;4108985172;659141117,2;28985096234;9,15E+11;4,68E+11;356103,03;70650583,13;2792102022;68392376,5;1,55E+12;54125546575;16801972161;5,17E+11;17874216,41;604181,96;12549419,19;653984434,5;180465205,5;3317451,55;27304225617;177415717,1;50419786,26;15861813,67;3380002885;3672667116;93766782,83;1,01E+12;4,76E+11;10851689018;1039055348;1,95E+11;1,76E+11;3994408766;10393137337;363771214,4;5,11E+11;38276264,91;565094376,8;3,14E+12;3,14E+12;;1,24E+13;
"BentOcePisc""""";6474,15;5041,6;5448,59;238158,06;182883,94;249428,47;92148,97;62788,21;381262,19;631,6;35450,82;256261,44;239024,09;160682,3;11076,8;129243,11;13862,55;2113515,21;73866766,85;39241203,38;426,2;3830,35;84182,32;2138,33;129532352,2;1943675,52;1033405,09;18162525,86;44984,09;775,39;750,26;21240,58;5599,02;4729,86;118395,47;14361,17;3657,94;987,41;79566,69;181404,57;528,13;70782365,51;35058303,12;686539,32;46819,72;15156290,13;13085660,9;302794,53;386192,23;19251,87;31099465,24;3622,07;5812,74;55186876,47;64599136,99;;554949999,6;
"StrAssCoasPlank""""";91760,82;94060,44;95729,99;4140833,73;3745618,55;497203,5;248345,13;114623,03;589317,9;4881,54;188994,56;10844593;1817939,82;5539888,67;144410,3;1143583,32;17237,43;19651138,17;1474478660;706895186,7;4614,73;37846,89;371678,2;5877,98;2472985554;39379601,99;1099844,32;171344872,1;60861,26;10793,58;4494,38;48075,5;135597,97;85433,05;10627416,22;55029,52;22747,74;5125,24;257012,12;371930,48;43146,55;1652655279;722928762,6;1283735,1;172743,08;270970828;168640383,7;3779827,58;10090810,06;20971,38;388502384,1;4918,47;202317,58;617785658,7;620676428,3;;9385016608;
"Phyto""""";136798806,7;235936716,2;158308526,4;10518920844;12174436122;5992384965;2635513801;337624436;2885396551;17959176,66;1028692170;40382931199;11314625848;22213683342;826602283;7855045817;366592757,5;1,21E+11;8,78E+12;3,85E+12;9113361,27;140673931,4;2596594490;63258087,97;1,43E+13;1,90E+11;25137306550;1,11E+12;25283782,85;12702524,18;19007484,19;527433349,6;305971933,3;150654794;34816540310;235133565,7;82572869,63;19579522,15;2419818438;5111152938;117526493,2;9,64E+12;4,07E+12;17035145542;1095625321;1,62E+12;9,97E+11;21900127405;51266730628;312020947,8;2,35E+12;50941732,13;673947991,3;3,38E+12;4,35E+12;;5,50E+13;
"MicroHetero""""";143559290,1;210306786,2;108488144,7;21297057281;10953484755;7209813912;3760404928;457413867,1;3688726213;15352526,97;811807627,5;50797238720;14141168865;15266979639;1191983851;12108961285;775368299,6;1,39E+11;7,67E+12;4,86E+12;5899017,3;146137995;3356316645;85485752,33;1,45E+13;2,65E+11;34299216470;1,64E+12;48701225,39;21759815,17;31055518,68;977771624,1;262734108,4;95795154,41;12078805028;378586645;129790123,4;22470039,39;3434406516;5550969362;150055222,7;7,72E+12;4,05E+12;22700113203;1305739336;1,50E+12;1,07E+12;30706180170;49300312897;538585811,1;3,14E+12;79506630,15;902802077,5;5,80E+12;4,08E+12;;5,67E+13;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
