TI3;"BalWhale""""";"Jwhit""""";"NorPout""""";"Sprat""""";"Mack""""";"Sande""""";"FiltFeedPelaFish""""";"SquidCuttFish""""";"CarnZoopl""""";"GelZoopl""""";"ToothWhale""""";"Jcod""""";"Awhit""""";"Ahadd""""";"Jsaithe""""";"Ashaite""""";"Hake""""";"Lgado""""";"Sgado""""";"Aherr""""";"HorMack""""";"Seal""""";"Acod""""";"MonkFish""""";"Plai""""";"Dab""""";"LRDab""""";"Flou""""";"Sole""""";"LemSole""""";"Witch""""";"TurBrill""""";"Meg""""";"Dragon""""";"SdemFish""""";"Bird""""";"Jherr""""";"HerbOmnZoopl""""";"Spur""""";"Ssha""""";"EpiFauMacroBenth""""";"InFauMacroBenth""""";"Jray""""";"Lcrab""""";"Shri""""";"SMobEpiFai""""";"SInFau""""";"MeioFau""""";"StarRay""""";"ThornRay""""";"SkateRay""""";"Jhadd""""";"Gurna""""";"Hal""""";"Neph""""";"SessEpiBenth""""";"BlueWhit""""";"LdemFish""""";"PlMicroFlo""""";"Phyto""""";"FishLarv""""";"CatFish""""";"BenthMicroFlo""""";;SUM;
"Dragon""""";10982,07;8125,92;117788,6;65956,85;121719,47;705403,65;1742,17;6532,48;582060,73;630,86;1218,77;16804,97;16843,76;20832,71;5081,36;1265,46;32,9;865,79;26586,08;24221,23;22561,2;876,17;5360,84;372,09;188731,25;613202,3;66790,23;31275,48;189189,24;178952,27;46852,41;3175,62;155,3;18905,32;33779,9;3477,04;3656,55;16405554,98;79,95;3033,91;22171126,24;175019164,1;17264,81;438600,58;1044753,1;45425639,48;245783586,3;1260197400;3547,66;6684,53;1684,1;7257,41;2271,87;1094;645594,78;31981811,61;6960,24;851,99;574410599,2;1764030,82;180125,45;13824,02;543907570,7;;2922582121;
"SdemFish""""";54569,96;23697,67;621574,28;1480732,23;458892,25;4494793,17;50445,07;238004,78;4277101,54;11436,83;6413,44;40669,36;55717,73;44936,24;117481,55;34085,1;346,32;5441,14;94417,13;1612341,93;131292,36;3378,46;10095,69;2296,76;645129,68;1348339,48;162156,25;52531,6;283093,44;780496,29;176489,49;6210,71;1530,8;61929,82;73910,3;37198,48;201764,81;1206026252;807,42;3864,68;66128054,33;361910153,1;61453,63;868293,75;2165640,43;87752315,73;484316793,3;2622891653;12462,42;10648,9;7008,17;20449,14;9955,5;5202,31;2366781,11;163943396,5;78783,25;11358,07;1192478442;133025748,9;17817117,5;15414,52;822649034,1;;7182278025;
"Bird""""";22689,95;5134,16;201666,56;658266,59;86954,52;1427428,91;23315,58;104293,82;1554572,07;4742,18;2723,23;5692,6;15067,57;4380,32;51701,08;16103,46;167,11;2156,65;16377;763954,91;43095,81;1210,35;1222,47;981,87;19168,09;32550,17;3880,41;2618,99;7011,67;25860,32;5769,02;962,6;666,03;1931,69;11272,27;16970,8;94049,29;563639637,4;389,75;4,63;8433311,68;2310112,84;7532,88;11835,8;53958,96;1098316,79;1344205,52;1512647,75;2872,51;402,8;1314,14;1668,23;2771,17;2137,55;463006,54;50341917,33;32601,05;4546,62;2732060,8;65772881,43;8424867,07;14,08;45770675,77;;757202301,2;
"Jherr""""";263136,6;43425,19;934562,65;6518175,79;757794,52;10224078,29;78886,97;1090192,01;6257140,12;49232,87;31389,84;36310,14;173456,97;46331,02;337332,23;124901,36;1422,28;23120,95;59655,66;3207239,19;471708,46;13897,83;13730,17;10870,81;25480,8;117717,69;11083,39;27994,59;19941,9;5767,17;1565,06;11434,13;7832,66;2640,84;79483,11;122264,07;379033,05;6864129080;4185,57;252,94;100055976,2;29207654,12;75952,09;120069,33;422166,43;13698871,08;24483042,79;61097502,08;32728,89;3840,23;14293,01;11177,9;31990,08;25377,96;5582867,31;604933270,2;275451,94;42561,71;35834106,39;164362344,3;91566834,54;992,46;435572138,9;;8463164959;
"HerbOmnZoopl""""";16607910,33;298129864,2;27827737190;28568215247;3844567083;1,26901E+11;3857413986;3137193617;2,41199E+11;52500826,73;2268533,68;562023554,6;19681260,8;26008762,32;4944231777;1179069004;153111,34;39737390,53;2359422579;1,13056E+11;39168894,38;948635,1;6522351,79;515619,24;160322039,2;2175673602;51486739,6;96161584,59;12055105,07;790166533;61237943,19;3878059,85;950585,97;24608332,47;986748751,6;1521827021;14256268090;2136704703;121460,08;4023761,67;6730927388;57481162643;19022057,36;440467443,3;3958434256;12890119744;78169825852;4,19066E+11;5032680,71;12314166,1;1965099,12;90426101,47;3187592,16;1821216,75;487697433,6;832918224;1639433476;129102255,4;7,11784E+11;1,23721E+13;2,1041E+11;23991212,31;28956551741;;1,44855E+13;
"Spur""""";158,83;96,25;6160,26;5086,55;1253,27;23936,21;737,1;733,89;43069,91;21,02;17,19;125,29;139,41;55,2;1376,08;318,9;2,11;16,09;503,1;23377,74;648,42;7,4;8,3;4,21;390,38;1086,24;89,9;71,27;96,65;455,91;99,29;7,4;6,03;39,98;220,21;350,77;2897,7;40486,69;1,29;1,63;7776,92;11563,67;66,49;175,09;897,39;5626,95;8518,18;29466,61;16,77;7,54;8,56;37,94;19,36;11,28;241,2;21764,49;803,07;106,65;87846,52;2163343,71;39903,52;5,59;229980,91;;2762342,47;
"Ssha""""";3,19;62,33;857,26;871,13;1740,47;8820,53;15,86;133,43;7388,34;8,06;2,39;147,49;107,34;179,36;32,01;9,04;0,3;5,08;330,16;123,24;210,91;2,64;39,01;1,34;3567,56;6761,29;841,36;232,41;1085,49;4495,56;1023,11;18,66;1,77;337,1;234,22;0,93;38,91;298056,42;0,36;17,51;162413,13;909565,73;262,66;2932,19;5644,6;222691,52;1149798,18;6205272,2;35,16;54,9;24,47;90,57;20,74;2,55;4567,74;389764,63;22,49;3;2806173,38;7385,57;3281,2;73,34;3099352,53;;15307236,06;
"EpiFauMacroBenth""""";4257805,81;14511693,61;674941770,2;664506350,4;367862228,4;4151235876;73447690,16;68241194,61;5874343074;1988472,28;495281,5;30684460,91;17238695,38;25775593,14;96705255,08;22661958,37;21882,62;1426965,6;86082151,32;2119944700;44462056,49;313246,14;3991219,23;139907,47;419846502,5;934240506;107833508,6;36993103,51;455266353;572179626,2;109923664,6;2852239,83;101991,07;43110523,25;70135815,2;29516590,89;269381474,4;8725276244;30243,56;2842229,7;20533531065;1,21245E+11;31058427,42;433760699;1043503562;41676510829;1,75324E+11;7,02195E+11;3924072,86;5877920,92;2656255,82;13588039,63;2351003,9;439467,27;587047873,6;77011393707;34568300,59;3207932,61;3,45012E+11;2,34199E+11;3912582020;10676538,05;1,28222E+12;;3,03163E+12;
"InFauMacroBenth""""";7868540,34;56203335,9;1184711202;1129492428;2278531360;14504660325;23181147,08;78586620,54;11373122528;7722623,99;782838,64;129974783,3;102582401;159603982,6;42850696,82;6399900,73;34366,68;4002888,38;304442137,7;477650665,3;322013995,8;526516,46;18126951,21;222967,7;3090179435;5878659591;753344058,7;172366920,7;3573582573;3974072774;805105665,9;15348787,28;136492,67;320868467,5;361910153,1;7623372,36;74142506,6;70254754341;42400,11;15007834,55;1,14317E+11;5,27068E+11;211376133,3;2318637328;5473840011;2,32044E+11;7,9496E+11;2,24949E+12;22323794,66;25219078,42;17660777,6;85143743,45;12139108;745166,91;3015237958;5,92423E+11;17827888,6;5148554,25;1,08019E+12;54548531750;763221765,2;43859366,21;9,99813E+12;;1,57767E+13;
"Jray""""";5967,7;6020,89;212384,51;172125,12;102970,89;1017579,36;18891;19196,28;1470985,14;1243,96;650,23;11778,07;9807,87;11682,87;30402,94;7199,28;68,68;640,51;26934,89;558513,15;21788,36;518,05;3227,35;278,89;115462,77;347249,71;39839,96;16198,67;110059,31;116740,31;27712,13;1783,63;81,69;11509,87;22346,78;9039,46;70109,62;8454247,72;88,66;1575,94;10648603,69;76864048,48;8879,01;217702,51;500621,58;21116628,32;108320386,1;536083789,5;1714,94;2993,64;853,56;4900,65;1071,89;502,89;305445,6;22006088,96;16318,29;2026,62;246963478,6;56104274,38;1056955,74;6504,97;325671798,8;;1418960491;
"Lcrab""""";46641,35;150338,11;2755471,58;3327092,23;5820195,43;31045758,11;84939,47;273510,02;30918325,99;23670,5;6940,09;342569,66;267341,56;415624,08;147635,78;32138,11;459,2;12019,07;746403,71;1872320,92;838971,21;5012,31;70889,17;2388,46;7306488,6;15059948,5;1809864,91;579196,9;6209619,22;9659475,51;1976456,47;44544,8;2329,62;731000,96;789357,96;35507,39;277083,08;489408270,3;583,65;43982,91;371794884,9;2107852116;544256,28;7270185,17;16234055,83;675949257,3;2881594328;12435144325;69274,75;105504,47;47636,01;200408,05;41595,97;6427,32;10319116,34;1551531019;87865,58;13181,88;5849534773;229004530,1;6989237,99;170807,08;18668867357;;45426512510;
"Shri""""";286562,36;408324,68;9000337,64;11562317,84;13806494;95382022,69;303910,88;1387348,35;75746681,19;78720,33;32325,71;886989,77;808762,52;1077532,96;666387,89;166599,4;1471,46;46189,45;2052704,4;8337161,54;2185659,73;16130,82;131205;10461;19920672,09;39084745,87;4822922,59;1321003,94;20523867,84;26886062,97;5177503,28;109804,39;7058,65;2031464,37;2296891,37;188856,35;1136601,92;5131303665;3489,85;98780,46;1043503562;5805587891;1460146,27;18939731,8;45939495,75;1930930224;8313694898;34599694478;180384,16;184146,12;130184,48;555920,69;119244,88;27131,83;31446446,3;3712954864;382603,12;70325,5;16362189409;845367285,7;73370244,24;299928,52;57042466375;;1,35309E+11;
"SMobEpiFai""""";2807662,03;15978794,34;349158304,4;308154458,6;586963727,8;3872546041;10784107,14;28693308,66;3133050728;1950461,39;321667,7;36789495,17;28571454;44531292,36;18387463,09;3508847,33;22838,97;1272981,71;87897611,57;262164199,8;80403045,11;173637,4;4935493,68;93802,83;893213275,2;1697059948;210712652,5;54580491,33;878421747;1207825012;235397519,6;4122492,25;81631,15;90851278,96;95729798,97;3953940,45;37935335,3;17186826325;22507,78;4008447,34;42867268281;2,53139E+11;63349884,97;811139108,7;1986099659;82987275723;3,59796E+11;1,51666E+12;6947560,18;7843735,65;5416929,36;23927066,23;4277995,43;285316,62;1206722519;1,4425E+11;7574286,25;1639443,86;7,13833E+11;31033536804;434912680,4;11944397,06;2,42645E+12;;5,60707E+12;
"SInFau""""";5005520,25;71333258,97;1425844374;1422378914;3038959145;19101393306;20565402,35;99499169,61;14494898460;10053539,71;597335,07;166836113,2;130015091,9;205800147,7;40334073,56;4963936,62;26134,77;5159923,52;398531048,7;320223521,1;420157354,8;366368,71;21949120,56;172220,09;4207319828;7708967747;1002618187;203862979,7;4704207091;5291875594;1110528279;18816162,07;165994,43;436948597,9;469640526,9;4301457,68;60265951,49;92645719529;30286,86;18396770,94;1,60296E+11;7,7087E+11;288854363;3073700617;7601092478;3,19818E+11;1,14044E+12;3,5521E+12;29994279,94;32285758,51;24273209,95;112825171,4;16195096,53;580282,76;4155834443;7,84907E+11;13988110,1;5592263,79;1,64477E+12;30382787897;444287899,3;52099873,84;1,31169E+13;;2,16956E+13;
"MeioFau""""";5724335,1;138196877,7;2742901405;2907372817;6253441494;38686559256;25473656,2;161431491,8;29395581931;21014167,7;635404,32;323655462,3;253558878,5;401579593,1;56510712,79;3973705,66;15830,8;9220099;762733823,3;186857878;884379872,2;450525,37;43800443,22;187955,27;7976947834;14705737989;1942314834;372933713,3;9918183533;9782644646;2089237214;37766632,89;162353,27;840131599,8;953778782,9;1815177,3;56397694,23;1,86251E+11;39288,81;37231633,19;2,40752E+11;8,17997E+11;536083789,5;4974057730;11862752393;5,05553E+11;1,33204E+12;1,18441E+12;54122419,9;59269561,87;44164726,81;218115715,2;26388390,43;667684,57;5783160693;1,66721E+12;19338742,13;10326101,87;5,76941E+11;6510901982;12645311,04;105664908,5;2,78891E+13;;3,45624E+13;
"StarRay""""";1173,76;1581,94;83056,71;74929,49;26276,23;388327,11;9417,98;8997,61;625771,43;490,33;130,52;2964,28;1852,43;2167,75;14222,27;3319,18;30,98;178,52;8958,09;280669,19;5436,03;101,4;551,2;67,31;28070,1;68538,58;8188,81;2748,9;18715,72;32641,88;7389,63;291,16;13,62;2759,29;5287,09;4021,52;35246,5;2609538,15;26,08;246,1;1569629,14;9470700,76;2000,77;32328,21;72153,67;2701828,96;13122497,47;63142823,22;326,49;500,33;192,59;1153,77;211,31;74,52;44817,81;3783503,72;6707,76;784,97;29825505,7;28671605,95;528766,93;966,55;52690876,37;;210034351,9;
"ThornRay""""";429,66;985,27;23836,62;15400,76;20093,63;120383,78;804,59;2076,06;117226,09;148,83;51,37;2156,4;1846,85;2551,42;1747,82;372,44;5,85;77,54;4768,13;22561,96;3445,4;69,38;617,59;31,01;39773,27;86673,3;11101,13;2950,16;15618,09;47555,19;10083,98;330,9;15,03;3713,63;3226,94;402,8;2954,02;4560802,26;8,38;274,51;1679405,98;7642144,98;2494,7;35168,16;52613,18;2178815,46;10089299,53;49391301,56;357,38;486,12;239,08;1265,71;207,43;49,97;48791,01;4586113,99;1098,2;198,76;22931715,2;1947838,19;87219,14;872,78;45433375,09;;151238243,6;
"SkateRay""""";676,17;716,18;32846,77;28827,32;11353,66;154166,1;3544,86;3320,63;242719,11;193,49;72,99;1353,96;967,01;1117,24;5367,53;1254,22;12,14;80,66;3632,72;105162,98;2383,29;56,01;300,97;32,75;11150,39;32748,42;3775,95;1519,42;10747,82;11714,61;2803,63;166,45;6,97;1122,74;2548,43;1576,96;13193,54;873377,39;11,42;146,8;910716,28;6422100,95;853,56;19054,4;44634,68;1805643,12;9102453,73;44164726,81;165,08;286,9;83,48;507,31;103,33;49,67;26084,35;1927029,48;2612,46;304,33;20557496,81;10766229,95;195970,15;619,41;30887907,05;;128402403;
"Jhadd""""";3932,97;2404,89;46655,16;81673,39;46230,06;353582,61;3538,18;11607,64;382990,87;581,38;514,98;4702,84;4984,43;5347,98;6782,17;2201,49;32,85;419,33;8932,95;100782,74;9491,99;278,07;1393,73;180,5;61104,03;161815,88;17688,16;8019,74;42906,59;66988,96;17144,24;772,57;121,8;6047,84;9295,06;2502,35;12897,57;50236723,04;63,24;679,27;5823445,56;38701701,57;6125,81;100204,03;238251,72;9969610,93;52886799,09;272644644;1236,18;1898,56;634,13;1998,12;866,33;422,8;184351,52;13685751,61;4530,38;521,43;124203521,3;9574691,77;794170,42;3335,22;127854681,4;;708407407,5;
"Gurna""""";1206,94;1654,18;98888,55;93261,07;31835,44;463295,47;11770,76;10954,22;786480,53;605,38;158,59;2959,15;1736,01;1773,12;18106,88;4360,93;42,48;210,37;9781,1;353367,85;7333,47;106,49;564,78;89,46;22473,31;54783,51;6527,75;2296,46;18168,06;26444,37;5932,76;256,29;30,5;2271,87;5430,27;4988,11;44293,96;2125061,44;38,73;186,68;1209087,72;6621331,64;1607,84;24957,58;61325,94;2138997,71;9109741,8;39582585,65;271,69;373,37;154,99;1039,6;186,39;75,8;32770,33;4902061,41;8591,8;1010,92;19329537,78;35872275,18;648913,84;718,44;55854066,42;;179621411,2;
"Hal""""";290,04;481,47;36118,5;34626,86;7405,48;165004,1;4678,68;4259,53;287541,21;206,26;41,34;824,65;295,14;267,16;6910,02;1619,74;17,57;63,17;3350,16;140008,48;1634,64;22,88;57,12;22,96;5510,15;9364,63;1179,18;261,51;2059,77;7730,46;1700,37;20,91;3,36;547;1418,81;1923,8;17569,36;607072,25;11,28;11,47;113005,87;203227,34;377,17;1928,2;6976,76;71329,15;163204,53;500763,43;47,91;44,98;37,26;253,68;37,9;7,53;3120,54;339221,53;3106,14;348,6;661628,78;14380390,07;258529,28;40,01;4532087,95;;22591846,08;
"Neph""""";49788,52;256004,9;15258516,66;16106129,36;6708422,77;86394423,97;1867269,13;1645348,76;138960077,9;43600,35;6341,29;526004,19;220316,07;332576,39;2425952,33;574352,05;299,83;27613,24;1674012,89;54291270,97;751685,07;4013,86;53590,11;1857,13;5514576,97;12329979,21;1408645,39;453362,45;6111524;7252669,05;1467270,48;36654,29;1654,95;573862,03;1147530,23;740810,46;6871221,3;289005886,6;428,8;36541,95;268364742,2;1461933556;407260,8;5503528,72;14375518,31;536321119,4;2077917221;7710880925;51220,36;78065,62;34779,13;196641,62;29129,18;5547,63;7281210,55;1350370379;836508,39;71859,97;3863287823;5945698399;102388103,7;140428,9;18184923749;;42192229803;
"SessEpiBenth""""";5623202,49;18285153,8;1216103710;1096232557;188906636,3;5121923759;149974627,1;133231824,8;9432347913;2055942,39;527112,61;36138802,71;14101047,91;20333687,42;200371097;47123691,4;54988,66;1995540,34;116789942,7;4407853565;13926569,26;253670,35;3054281,5;130859,21;258904136,8;846631047,8;64445308,81;67558624,71;37401819,29;730760079,8;59863111,8;2367957,81;152383,2;21321207,74;59615780,56;60410300,8;558399941,7;370185877,4;29019,32;2338587,77;26403906414;2,15427E+11;22006088,96;620612407,6;1273013096;48083211989;2,9434E+11;1,66721E+12;3243003,18;5503336,79;1927029,48;10948601,29;3268040,94;452295,38;1012777785;17683153,66;72609466,84;6673698,09;8,71097E+11;4,98953E+11;8112967339;8889525,86;75910781284;;3,73396E+12;
"BlueWhit""""";47281,2;13809,56;665842,71;1412345,37;220827,78;3824000,62;82561,45;208364,76;5688152,91;8065,05;7002,01;19064,47;34598,63;10258,24;144825,8;51227,07;743,34;6122,22;55942,34;2536438,65;83804,04;2635,31;4104,69;2848,41;56309,43;185036,63;11314,73;9561,5;9159,6;49642,22;10315,22;2434,85;1971,23;5800,2;35810,57;48901,57;317829,17;910796375,3;1338,46;168,64;14814985,97;8103585,73;20397,86;43932,79;163972,77;3155952,6;6556926,61;24173427,66;7186,89;1647,3;3265,57;4530,38;7159,84;5176,89;784226,62;90761833,55;70408,26;8382,45;19628231,66;250058749,1;16034945,43;343,81;102208023,3;;1463290129;
"LdemFish""""";1964,71;706,66;39452,2;64522,55;11386,16;209456,66;5208,79;8833,95;357494,38;308,15;325,99;1078,79;1464,63;421,11;8078,12;2862,08;42,4;306,2;3361,64;155790,41;3299,93;112,35;210,02;141,94;2528,52;10144,72;377,91;533,54;651,46;1835,92;475,91;105,55;95,67;284;2065,1;2727,97;19643,87;28689390,08;71,1;9,01;549931,3;936100,77;1013,31;2636,38;12055,8;273240,64;1048549,46;5163050,93;336,42;119,25;152,17;208,57;336,97;232,4;26947,49;3336849,04;3352,98;340,85;2860893,82;16177549,79;645492,25;56,89;5622824,54;;66270042,16;
"PlMicroFlo""""";10756816,1;84882187,13;1672968034;2249566625;4192619321;24402085512;17296354,16;143883713,4;20073656840;16416069,79;1318137,85;196932091;158348036,4;244504165,2;44690185,57;6386178,47;55786,8;6290708,55;463943317,5;196249530,1;613189410,3;701125,31;27228115,59;450516,73;4852983351;8922871096;1178080707;227983089,9;5975685865;5959558017;1274305854;23117353,33;390832,93;510587199,3;578171365,6;4371297,28;44103515,55;4,21798E+11;156171,59;22449387,03;1,5772E+11;5,23728E+11;329284638,2;3119751879;7479858016;3,17259E+11;8,22384E+11;7,69254E+11;34086292,23;36690744,32;27409995,75;132483756,1;17181811,36;1176228,94;3863287823;1,16146E+12;20936780,44;7629050,18;3,72112E+11;6467870561;3854815749;64091411,78;1,72308E+13;;2,18864E+13;
"Phyto""""";151784599,3;22588047,34;331477311,4;3709439013;452457475,2;5181108123;16755173,85;627950562,4;1955111302;29106214,17;17529627,09;15848742,99;98780475,35;26168961,22;159269171,3;59865234,63;621063,61;12525393,08;16595430,93;1026270748;280428163,4;7954477,73;7072007,48;5884804,81;11451595,85;15349082,98;5494768,27;13847938,6;1878685,4;10578238,16;2264001,55;6378811,4;4281138,19;882015,41;36279749,69;59195593,29;113789315,3;4,12405E+12;2163343,71;33235,06;60222606682;14876872295;42078205,79;68701359,02;217380159,2;7758384201;8545159096;4883176486;18431746,68;1753054,38;8074672,46;5744815,06;17936137,59;14380390,07;3344455350;3,74214E+11;150035249,5;24266324,68;3638177190;1895383966;53341073857;68784,51;2,69443E+11;;4,94128E+12;
"FishLarv""""";1796235,27;1111142,04;83621837,26;123847280,5;15598782,06;422228640,7;11275873,33;16137509,3;712556470,4;479212,37;211652,85;1786395,71;1188997,62;357619,46;16026707,01;4095328,77;8594,88;261142,19;6942147,41;336550776,7;3226225,35;94509,75;100111,46;71294,78;333946,95;5832621,7;140040,87;388412,27;5822,41;1729917,15;131392,69;83091,48;53340,22;60041,82;3239475,91;5054920,24;42261615,94;46757668876;26602,34;9843,61;670728346,4;138767593,7;528477,87;1397847,6;12577756,16;72485446,73;83303981,11;6322655,52;226614,4;52331,48;97985,07;317668,17;216304,61;172352,85;38395538,88;4056483670;6413978,17;645492,25;1445555906;35560715905;1209675019;62336,72;2436165113;;94317902769;
"CatFish""""";14,19;425,7;7795,07;5692,68;10380,7;55901,9;86,96;947,7;41091,71;55,54;8,6;1008,32;778,2;1227,76;202,44;35,6;1,52;32,43;2359,51;723,33;1223,37;18,67;247,13;7,92;24779,63;46085,18;6028;1329,77;6320,36;31264,66;6760,95;129,31;8,1;2304;1401,32;4,22;229,03;2665690,26;1,86;110,02;915131,83;3987215,11;1626,24;17080,71;25708,16;995366,42;4884363,17;26416227,12;207,12;261,84;154,85;667,04;119,74;13,34;26330,42;2222381,46;68,76;28,44;12017139,71;22928,17;31168,36;338,52;17076972,73;;71564212,91;
"BenthMicroFlo""""";48318286,37;60625724,35;1372964679;579855016;782133607,1;7485096023;79141639,99;162906654,6;6516770300;1916521,39;5073471,63;132144295,9;110156238;154474576,1;128976800,2;28385215,79;181866,14;7106730,34;305558395,2;2182021983;76443106,03;3110192,17;20097030,41;1359184,38;2944508282;6232300672;662024662,2;287775033,2;815707758,6;4623955817;785702393,4;15112388,47;711935,91;271953785,4;224358827,5;41193608,19;301549942,3;9652183914;229980,91;13947086,38;3,29714E+11;2,72676E+12;244253849,1;5600660207;14668062782;6,06613E+11;3,68912E+12;2,09168E+13;33872706,24;40890037,58;23165930,29;76712808,86;27927033,21;4532087,95;10229019609;56933085963;61324813,97;8434236,81;9,69232E+12;2,69443E+11;3654247670;51230918,2;1,64952E+12;;4,00191E+13;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WO3;"BalWhale""""";"Jwhit""""";"NorPout""""";"Sprat""""";"Mack""""";"Sande""""";"FiltFeedPelaFish""""";"SquidCuttFish""""";"CarnZoopl""""";"GelZoopl""""";"ToothWhale""""";"Jcod""""";"Awhit""""";"Ahadd""""";"Jsaithe""""";"Ashaite""""";"Hake""""";"Lgado""""";"Sgado""""";"Aherr""""";"HorMack""""";"Seal""""";"Acod""""";"MonkFish""""";"Plai""""";"Dab""""";"LRDab""""";"Flou""""";"Sole""""";"LemSole""""";"Witch""""";"TurBrill""""";"Meg""""";"Dragon""""";"SdemFish""""";"Bird""""";"Jherr""""";"HerbOmnZoopl""""";"Spur""""";"Ssha""""";"EpiFauMacroBenth""""";"InFauMacroBenth""""";"Jray""""";"Lcrab""""";"Shri""""";"SMobEpiFai""""";"SInFau""""";"MeioFau""""";"StarRay""""";"ThornRay""""";"SkateRay""""";"Jhadd""""";"Gurna""""";"Hal""""";"Neph""""";"SessEpiBenth""""";"BlueWhit""""";"LdemFish""""";"PlMicroFlo""""";"Phyto""""";"FishLarv""""";"CatFish""""";"BenthMicroFlo""""";;SUM;
"Acod""""";0,02;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,02;0,02;0,05;0,05;0,05;0,05;0,02;0;0,02;0,05;0,05;0,05;0,01;0;0;0,05;0,05;0,05;0,05;0,04;0,05;0,04;0,03;0;0,04;0,05;0,02;0,05;0,05;0;0;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,03;0,04;0,05;0,04;0,01;0,05;0,05;0,04;0,01;0,05;0,05;0,04;0,02;0,05;;2,31;0,0101
"Ahadd""""";0,02;0,08;0,08;0,08;0,08;0,08;0,07;0,08;0,08;0,03;0,02;0,08;0,08;0;0,07;0,04;0;0,03;0,08;0,08;0,08;0,01;0,05;0;0,08;0,08;0,08;0,08;0,06;0,08;0,07;0,03;0;0,07;0,08;0,04;0,08;0,08;0;0;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,05;0,03;0,04;0,07;0,04;0,01;0,08;0,08;0,06;0,02;0,08;0,08;0,07;0,02;0,08;;3,64;0,0160
"Aherr""""";0,02;0,08;0,13;0,13;0,12;0,13;0,08;0,12;0,13;0,03;0,02;0,09;0,08;0,08;0,08;0,05;0;0,03;0,09;0;0,1;0,01;0,05;0;0,08;0,11;0,08;0,08;0,06;0,08;0,07;0,03;0;0,07;0,09;0,05;0,1;0,13;0;0;0,13;0,13;0,08;0,1;0,13;0,13;0,13;0,13;0,05;0,03;0,04;0,07;0,04;0,01;0,12;0,13;0,07;0,02;0,13;0,13;0,13;0,02;0,13;;4,79;0,0210
"Ashaite""""";0,02;0,04;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,02;0,02;0,05;0,04;0,04;0,05;0;0;0,02;0,05;0,05;0,05;0,01;0,02;0;0,04;0,05;0,04;0,04;0,02;0,04;0,03;0,02;0;0,03;0,05;0,05;0,05;0,05;0;0;0,05;0,05;0,04;0,04;0,05;0,05;0,05;0,05;0,02;0,01;0,02;0,03;0,02;0,01;0,05;0,05;0,05;0,02;0,05;0,05;0,05;0,01;0,05;;2,1;0,0092
"Awhit""""";0,02;0,08;0,08;0,08;0,08;0,08;0,07;0,08;0,08;0,03;0,02;0,08;0;0,08;0,07;0,04;0;0,03;0,08;0,08;0,08;0,01;0,05;0;0,08;0,08;0,08;0,08;0,06;0,08;0,07;0,03;0;0,07;0,08;0,04;0,08;0,08;0;0;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,05;0,03;0,04;0,07;0,04;0,01;0,08;0,08;0,06;0,02;0,08;0,08;0,07;0,02;0,08;;3,64;0,0160
"BalWhale""""";0;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,01;0,02;0,02;0,02;0,02;0,02;0,02;0;0,02;0,02;0,02;0,02;0,01;0,02;0;0,02;0,02;0,02;0,02;0,01;0,02;0,01;0,02;0;0,01;0,02;0,02;0,02;0,02;0;0;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,01;0,02;0,02;0,02;0,01;0,02;0,02;0,02;0,01;0,02;0,02;0,02;0,01;0,02;;0,83;0,0036
"BenthMicroFlo""""";0,02;0,08;0,13;0,15;0,13;0,23;0,08;0,12;0,23;0,03;0,02;0,09;0,08;0,08;0,08;0,05;0;0,03;0,09;0,13;0,1;0,01;0,05;0;0,09;0,14;0,08;0,08;0,06;0,08;0,07;0,03;0;0,07;0,09;0,05;0,1;0,38;0;0;0,36;0,4;0,08;0,13;0,19;0,33;0,4;0,4;0,05;0,03;0,04;0,07;0,04;0,01;0,14;0,36;0,07;0,02;0,4;0,34;0,17;0,02;0;;7,37;0,0323
"Bird""""";0,02;0,04;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,02;0,02;0,05;0,04;0,04;0,05;0,05;0;0,02;0,05;0,05;0,05;0,01;0,02;0;0,04;0,05;0,04;0,04;0,02;0,04;0,03;0,02;0;0,03;0,05;0;0,05;0,05;0;0;0,05;0,05;0,04;0,04;0,05;0,05;0,05;0,05;0,02;0,01;0,02;0,03;0,02;0,01;0,05;0,05;0,05;0,02;0,05;0,05;0,05;0,01;0,05;;2,1;0,0092
